Proteins, Eliot EXO, Clov EXO, Tato EXO, Samo EXO, Flash EXO, Gus 2 EXO,Fritz 2 EXO,Tessa 2 EXO,Fritz 1 EXO,Tessa 1 EXO,Gus 1 EXO
Alba_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130009400 PE=4 SV=1,10,5,9,9,9,13,6,0,9,8,6
Alba_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340031800 PE=4 SV=1,3,19,38,27,19,20,17,5,21,14,8
Alcohol_dehydrogenase_GroES-like_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040008000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Aldehyde dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_360061300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
"Aldehyde dehydrogenase, mitochondrial OS=Leishmania infantum OX=5671 GN=ALDH2 PE=3 SV=1",0,0,0,0,29,9,26,0,0,0,18
Aldehyde_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300034400 PE=3 SV=1,4,2,4,0,6,5,4,0,3,6,2
Aldehyde_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310037500 PE=4 SV=1,5,0,0,0,2,2,0,0,0,0,0
Aldose 1-epimerase-like protein OS=Leishmania infantum OX=5671 GN=LINF_230009500 PE=4 SV=1,6,0,0,0,0,3,0,0,0,0,0
Aldose_1-epimerase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350014400 PE=4 SV=1,6,0,0,9,11,7,7,3,6,4,3
Alkyldihydroxyacetonephosphate synthase OS=Leishmania infantum OX=5671 GN=ADS1 PE=4 SV=1,11,2,6,0,25,18,11,0,6,8,9
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_110014100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130016400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260020200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320041500 PE=4 SV=1,0,0,0,0,5,0,0,0,0,0,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340049000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Alpha/beta-hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_010009600 PE=1 SV=1,0,0,0,0,0,4,0,0,0,0,3
Alpha-keto-acid_decarboxylase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340039400 PE=3 SV=1,2,0,4,5,0,8,0,0,5,0,0
Ama1_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300019700 PE=4 SV=1,8,0,0,0,10,12,8,0,0,9,8
"Amastin, putative OS=Leishmania infantum OX=5671 GN=LINF_290019500 PE=4 SV=1",0,0,0,0,9,4,0,0,0,0,0
Amastin_surface_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080011600 PE=4 SV=1,4,0,0,4,9,3,3,0,0,4,0
Amastin_surface_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100007600 PE=4 SV=1,13,2,0,0,9,9,2,0,0,0,7
Amastin_surface_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360050500 PE=4 SV=1,5,6,0,0,6,5,0,9,5,4,5
Amastin-like protein OS=Leishmania infantum OX=5671 GN=LINF_080012950 PE=4 SV=1,3,0,0,0,5,2,0,0,0,0,0
Amastin-like protein OS=Leishmania infantum OX=5671 GN=LINF_340016000 PE=4 SV=1,10,0,0,0,7,9,4,0,0,0,0
"Amastin-like surface protein, putative OS=Leishmania infantum OX=5671 GN=LinJ_34_4340 PE=4 SV=1",2,0,0,0,4,5,4,2,0,4,0
Amastin-like surface protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_300014300 PE=4 SV=1,11,11,0,6,13,12,10,0,8,10,12
Amastin-like_protein OS=Leishmania infantum OX=5671 GN=LINF_340015800 PE=4 SV=1,15,5,0,0,13,14,7,0,0,2,0
Amastin-like_surface_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340023300 PE=4 SV=1,3,0,0,0,12,6,2,0,0,0,3
Amidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160019400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Amidinotransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340041600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Amidohydrolase/Amidohydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030014400 PE=4 SV=1,0,0,0,0,0,4,0,0,0,0,0
Amidohydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200022000 PE=4 SV=1,9,0,0,5,7,26,0,0,11,4,6
Amidohydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300019400 PE=4 SV=1,9,4,3,2,12,19,0,3,7,5,12
Amidohydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310017700 PE=4 SV=1,6,3,0,0,6,10,2,0,6,0,7
Amino acid permease 3 OS=Leishmania infantum OX=5671 GN=AAP3 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Amino acid permease OS=Leishmania infantum OX=5671 GN=AAT8.1 PE=4 SV=1,18,9,0,11,43,46,10,9,16,8,21
Amino acid permease OS=Leishmania infantum OX=5671 GN=AAT8.4 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Amino_acid_permease_-_putative OS=Leishmania infantum OX=5671 GN=AAT22 PE=4 SV=1,8,0,3,4,23,27,12,0,8,14,21
Amino_acid_permease_24_-_putative OS=Leishmania infantum OX=5671 GN=AAT20.1 PE=4 SV=1,5,0,0,4,6,14,0,0,0,7,0
Amino_acid_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310008500 PE=4 SV=2,0,0,0,0,2,13,0,0,0,3,0
Amino_acid_transporter_19_-_putative OS=Leishmania infantum OX=5671 GN=AAT19 PE=4 SV=1,8,0,0,0,19,15,4,5,0,0,13
Amino_acid_transporter_aATP11_-_putative OS=Leishmania infantum OX=5671 GN=AAT1.1 PE=4 SV=1,40,13,16,14,30,30,20,6,24,38,21
Amino_acid_transporter_aATP11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270012700 PE=4 SV=1,47,6,11,9,29,32,15,4,18,47,15
Aminoacyl-tRNA hydrolase OS=Leishmania infantum OX=5671 GN=LINJ_06_0940 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Aminoacyl-tRNA_editing_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030012100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Aminomethyltransferase_folate-binding_domain /Glycine_cleavage_T-protein_C-terminal_barrel_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Aminopeptidase OS=Leishmania infantum OX=5671 GN=LINF_260008000 PE=3 SV=1,5,0,0,0,4,9,0,0,3,0,3
Aminopeptidase OS=Leishmania infantum OX=5671 GN=LINF_290030100 PE=3 SV=1,13,4,5,12,22,14,6,0,11,7,4
Aminopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_110012000 PE=3 SV=1,3,6,8,8,33,24,20,0,33,14,15
Aminopeptidase_P_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350028800 PE=3 SV=1,23,9,8,4,22,23,10,3,15,10,15
Aminopeptidase_P1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020005300 PE=3 SV=2,2,0,0,0,2,0,0,0,0,3,0
Aminotransferase_class_IV_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340029500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
AMMECR1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320011600 PE=4 SV=1,6,0,0,0,5,8,0,0,3,3,3
AMP_deaminase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130014700 PE=3 SV=2,0,0,0,0,0,0,0,0,0,0,0
AMP-activated_protein_kinase_-_gamma_regulatory_subunit OS=Leishmania infantum OX=5671 GN=LINF_350012200 PE=4 SV=1,2,0,7,7,4,4,3,0,5,0,0
AMP-binding_enzyme_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300010900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ankyrin/TPR repeat protein OS=Leishmania infantum OX=5671 GN=LINF_240006100 PE=4 SV=1,9,0,0,0,0,4,0,0,0,0,0
Ankyrin_repeats_(3_copies)/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350008200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(Many_ copies)/Ankyrin_repeat/Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160007700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(Many_ copies)/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290016900 PE=4 SV=1,6,4,0,0,2,4,0,0,5,4,0
Ankyrin_repeats_(Many_copies)/Ankyrin_repeats_(3_ copies)/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280011900 PE=4 SV=1,2,0,0,0,0,3,0,0,0,0,0
Antimony_resistance_marker_of_58_kDa OS=Leishmania infantum OX=5671 GN=LINF_340007100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
AP complex subunit beta OS=Leishmania infantum OX=5671 GN=LINF_360079500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
AP-1 complex subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_340047500 PE=3 SV=1,0,0,0,0,0,0,0,0,3,0,0
Archaic_translocase_of_outer_membrane_12_kDa_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100016500 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Archaic_translocase_outer_mitochondrial_membrane_ 46_kDa_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280014900 PE=4 SV=1,0,0,0,0,0,2,0,0,0,0,0
Archaic_translocase_outer_mitochondrial_membrane_40_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350054200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Arginase OS=Leishmania infantum OX=5671 GN=LINF_350019900 PE=3 SV=1,8,0,5,6,24,7,13,0,14,7,7
Arginine N-methyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_120016900 PE=4 SV=1,0,2,3,9,0,0,0,0,0,0,0
Arginine_N-methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030010800 PE=4 SV=1,3,3,4,9,3,0,3,0,5,2,0
Arginine_N-methyltransferase_-_type_III_-_putative OS=Leishmania infantum OX=5671 GN=PRMT7 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Arginyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_270019800 PE=3 SV=1,40,8,7,35,13,40,10,2,29,21,19
Armadillo/beta-catenin-like_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320006400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
ARM-like_helical_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_310029900 PE=4 SV=1,0,0,3,3,0,2,0,0,0,0,0
Ascorbate_peroxidase OS=Leishmania infantum OX=5671 GN=APX PE=3 SV=1,0,0,0,0,0,2,0,0,0,2,0
Asparagine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINJ_34_2110 PE=3 SV=1,15,12,22,38,5,13,5,0,14,4,4
Aspartate carbamoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_160010500 PE=3 SV=1,12,0,4,0,9,16,9,0,14,7,9
Aspartate transaminase OS=Leishmania infantum OX=5671 GN=asat PE=3 SV=1,33,7,2,13,20,27,10,8,10,12,20
Aspartate transaminase OS=Leishmania infantum OX=5671 GN=LINF_240008500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Aspartate--ammonia_ligase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260013200 PE=4 SV=1,9,4,7,8,7,10,0,0,9,4,7
Aspartyl_aminopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290031300 PE=3 SV=1,2,0,0,0,2,10,0,0,8,0,4
Aspartyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_300009700 PE=3 SV=1,37,4,8,19,15,39,20,2,14,13,14
Associated_kinase_of_Tb14-3-3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190006200 PE=4 SV=1,7,6,16,9,6,2,2,0,2,4,0
ATG12-activating enzyme E1 ATG7 OS=Leishmania infantum OX=5671 GN=LINF_070005000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_320037000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP pyrophosphate-lyase OS=Leishmania infantum OX=5671 GN=LINF_280005800 PE=4 SV=1,19,2,0,0,4,33,5,4,3,8,8
ATP pyrophosphate-lyase OS=Leishmania infantum OX=5671 GN=RAC-A PE=4 SV=1,11,0,0,0,0,0,0,9,0,0,0
ATP pyrophosphate-lyase OS=Leishmania infantum OX=5671 GN=RAC-B2 PE=4 SV=1,19,0,3,0,7,10,6,10,0,4,5
ATP synthase subunit beta OS=Leishmania infantum OX=5671 GN=LINF_250017900 PE=3 SV=1,41,16,30,9,23,72,51,40,8,100,48
ATP_synthase_-_epsilon_chain_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300041800 PE=3 SV=1,5,0,8,0,3,9,6,2,0,12,5
ATP_synthase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360039100 PE=3 SV=1,7,0,9,10,6,8,8,0,2,14,5
ATP_synthase_delta_(OSCP)_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360079400 PE=4 SV=1,12,0,10,0,0,20,6,5,0,13,12
ATP_synthase_F1_-_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050010000 PE=3 SV=2,42,12,33,16,37,63,51,30,20,68,38
ATP_synthase_F1_subunit_gamma_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210027500 PE=3 SV=1,10,0,7,0,0,10,5,6,0,17,5
ATP12_chaperone_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180008500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATPase ASNA1 homolog OS=Leishmania infantum OX=5671 GN=LinJ11.0710 PE=3 SV=1,2,0,0,0,0,7,0,0,0,2,2
ATPase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050015900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATPase_family_associated_with_various_cellular_ac tivities_(AAA)/AAA_domain_(Dynein-related_subfamily)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330019600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
"ATP-binding cassette protein subfamily A, member 8 OS=Leishmania infantum OX=5671 GN=putative ABCA8 PE=4 SV=1",14,11,2,0,22,31,22,17,9,25,15
"ATP-binding cassette protein subfamily C, member 2 OS=Leishmania infantum OX=5671 GN=putative ABCC2 PE=4 SV=1",12,8,10,19,0,8,0,0,0,22,0
"ATP-binding cassette protein subfamily D, member 2 OS=Leishmania infantum OX=5671 GN=putative ABCD2 PE=4 SV=1",0,0,0,0,3,0,0,0,0,0,0
"ATP-binding cassette protein subfamily D, member 3 OS=Leishmania infantum OX=5671 GN=putative ABCD3 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0
"ATP-binding cassette protein subfamily E, member 1 OS=Leishmania infantum OX=5671 GN=putative ABCE1 PE=4 SV=1",3,9,17,27,3,4,0,0,5,2,0
"ATP-binding cassette protein subfamily F, member 1 OS=Leishmania infantum OX=5671 GN=putative ABCF1 PE=4 SV=1",0,0,3,10,2,0,0,0,0,0,0
"ATP-binding cassette protein subfamily F, member 3 OS=Leishmania infantum OX=5671 GN=putative ABCF2 PE=4 SV=1",6,3,7,14,0,0,0,0,0,0,0
"ATP-binding cassette protein subfamily G, member 4 OS=Leishmania infantum OX=5671 GN=putative ABCG4 PE=4 SV=1",11,0,0,0,7,8,7,0,0,3,3
"ATP-binding cassette protein subfamily G, member 5 OS=Leishmania infantum OX=5671 GN=putative ABCG5 PE=4 SV=1",6,0,2,0,11,6,4,0,3,12,3
"ATP-binding cassette protein subfamily H, member 1 OS=Leishmania infantum OX=5671 GN=putative ABCH1 PE=4 SV=1",7,0,0,0,6,6,4,0,0,0,3
"ATP-binding cassette protein subfamily H, member 2 OS=Leishmania infantum OX=5671 GN=ABCH2 PE=4 SV=1",7,0,0,0,4,2,0,0,0,0,0
ATP-binding_cassette_protein_subfamily_B_-_member_2_-_putative OS=Leishmania infantum OX=5671 GN=MDR1 PE=4 SV=1,60,2,0,4,22,40,14,3,5,36,23
ATP-dependent 6-phosphofructokinase OS=Leishmania infantum OX=5671 GN=pfk PE=3 SV=1,34,13,27,3,51,60,59,7,35,33,59
"ATP-dependent Clp protease subunit, heat shock protein 100 (HSP100) OS=Leishmania infantum OX=5671 GN=LINF_290018600 PE=3 SV=1",11,3,0,0,7,10,0,0,4,3,9
"ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78) OS=Leishmania infantum OX=5671 GN=LINF_020012400 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_DEAD/H_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_070008800 PE=4 SV=1,10,11,43,31,13,6,13,6,6,19,6
ATP-dependent_DEAD/H_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080005700 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_DEAD/H_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220021200 PE=4 SV=1,0,0,43,25,9,0,7,0,17,3,0
ATP-dependent_DEAD-box_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350008800 PE=3 SV=1,22,15,36,56,19,16,17,3,37,16,8
ATP-dependent_protease_ATPase_subunit_HslU OS=Leishmania infantum OX=5671 GN=hslU PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_protease_ATPase_subunit_HslU1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150005800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130009900 PE=4 SV=1,5,0,25,21,14,3,18,0,34,7,0
ATP-dependent_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310007700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320009100 PE=3 SV=1,59,128,236,211,90,78,89,54,87,122,40
ATP-dependent_RNA_helicase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350036300 PE=4 SV=1,36,59,128,99,42,29,29,8,34,90,8
ATP-dependent_RNA_helicase_FAL1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280021300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_zinc_metallopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180011400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_zinc_metallopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190022300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent_zinc_metallopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310012700 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Autophagocytosis_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330008400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Autophagy-related protein OS=Leishmania infantum OX=5671 GN=ATG8 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Autophagy-related protein OS=Leishmania infantum OX=5671 GN=ATG8B.1 PE=3 SV=1,0,0,0,0,0,5,0,22,0,0,8
Autophagy-related protein OS=Leishmania infantum OX=5671 GN=ATG8C.1 PE=3 SV=1,0,0,0,0,0,3,0,0,2,0,0
Autophagy-related_protein_24 OS=Leishmania infantum OX=5671 GN=LINF_350029500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
BCS1_N domain-containing protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_34_1440 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Beta_eliminating_lyase_-putative OS=Leishmania infantum OX=5671 GN=LINF_010009900 PE=4 SV=1,7,0,0,0,3,6,0,0,0,0,8
Beta_propeller_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230005300 PE=4 SV=1,0,0,3,0,0,0,0,0,0,0,0
Beta-lactamase_superfamily_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130019100 PE=4 SV=1,0,0,0,0,3,2,0,0,0,0,0
Bifunctional dihydrofolate reductase-thymidylate synthase OS=Leishmania infantum OX=5671 GN=DHFR-TS PE=3 SV=1,4,0,2,3,2,3,0,0,7,4,0
Bifunctional NAD(P)H-hydrate repair enzyme OS=Leishmania infantum OX=5671 GN=LINJ_14_1270 PE=3 SV=1,0,0,0,0,0,0,0,0,2,0,0
Biotin/lipoate protein ligase-like protein OS=Leishmania infantum OX=5671 GN=LINF_310016800 PE=4 SV=1,16,3,4,5,18,29,8,4,13,5,24
BolA-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210028400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
BolA-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240026600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Branch_point_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360063900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Branched-chain_amino_acid_aminotransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270027400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
BRCA1_C_Terminus_(BRCT )_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350053700 PE=4 SV=1,0,0,3,4,9,5,7,0,16,2,0
BRO1-like_domain/ALIX_V-shaped_domain_binding_to_HIV_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270023300 PE=4 SV=1,8,0,0,0,4,13,0,0,15,6,6
BRO1-like_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250028500 PE=3 SV=1,5,0,0,0,0,0,0,0,0,0,0
BSD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_010005600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
BT1_family/MFS/sugar_transport_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310005300 PE=3 SV=1,10,0,0,0,13,18,8,0,0,0,12
C-14_sterol_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320029600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
C2_domain/Ankyrin_repeats_(3_copies )/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060012700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
C2_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310012500 PE=4 SV=1,6,3,3,0,7,6,8,6,6,9,9
C2_domain_in_Dock180_and_Zizimin_proteins_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290006000 PE=3 SV=1,4,3,0,3,5,0,5,0,26,0,0
C2_domain_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310013600 PE=4 SV=1,5,0,0,0,0,6,4,0,0,3,10
C-5_sterol_desaturase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310011600 PE=4 SV=1,0,0,0,0,0,2,0,0,0,0,0
C-8 sterol isomerase-like protein OS=Leishmania infantum OX=5671 GN=LINF_290029100 PE=3 SV=1,0,0,0,0,2,0,0,0,0,0,2
CAAX prenyl protease OS=Leishmania infantum OX=5671 GN=LINF_270005300 PE=3 SV=1,0,0,0,0,0,3,0,0,0,2,0
Calcium/calmodulin-dependent_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023300 PE=4 SV=1,4,0,0,0,0,12,0,5,3,0,2
Calcium_channel_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340010000 PE=4 SV=1,13,0,0,0,0,22,2,0,0,4,5
Calcium_motive_p-type_ATPase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350025900 PE=4 SV=1,115,39,3,8,165,117,81,12,26,46,94
Calcium-transporting ATPase OS=Leishmania infantum OX=5671 GN=LINF_040005000 PE=3 SV=2,0,0,0,0,0,0,0,0,0,0,0
Calmodulin OS=Leishmania infantum OX=5671 GN=LINF_090015400 PE=3 SV=1,26,4,8,7,9,29,14,5,9,19,15
Calmodulin-like protein OS=Leishmania infantum OX=5671 GN=LINF_350044300 PE=4 SV=1,2,0,0,0,2,0,0,0,0,0,2
Calmodulin-like_protein_containing_EF_hand_domain OS=Leishmania infantum OX=5671 GN=LINF_090006100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Calpain-like_cysteine_peptidase_-_Clan_CA_-_family_C2 OS=Leishmania infantum OX=5671 GN=LINF_200017300 PE=4 SV=1,0,0,0,0,7,12,0,7,4,7,6
Calpain-like_cysteine_peptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140014400 PE=4 SV=1,29,7,5,0,18,27,19,8,17,11,20
Calpain-like_cysteine_peptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270010200 PE=4 SV=1,82,48,2,0,23,54,21,71,36,20,45
Calpain-like_cysteine_peptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310009200 PE=4 SV=1,4,4,0,0,6,3,3,2,10,0,6
Calreticulin OS=Leishmania infantum OX=5671 GN=LINF_310034100 PE=3 SV=1,6,6,0,0,12,13,12,4,0,8,9
Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_240005900 PE=4 SV=1,0,0,0,2,0,0,0,0,2,0,0
Carbonic anhydrase-like protein OS=Leishmania infantum OX=5671 GN=LINF_280007600 PE=4 SV=1,0,0,0,0,0,3,0,0,0,0,0
Carboxypeptidase OS=Leishmania infantum OX=5671 GN=LINF_180009500 PE=3 SV=1,7,3,13,10,12,7,7,4,0,11,6
Carboxypeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130005800 PE=4 SV=1,32,2,2,0,15,25,5,0,12,18,15
Carboxypeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140006700 PE=4 SV=1,13,0,5,0,16,18,0,4,17,3,12
Carboxypeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330034600 PE=4 SV=1,41,8,16,9,40,35,19,4,22,16,27
Carnitine palmitoyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_220008100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
